,Регион,Год,Ожидаемый возраст населения при рождении,Unnamed: 0,index,ranks
280,Астана,2027,78.38149565217395,925.0,503.0,281
281,Астана,2027,78.41473956521743,925.1,506.8,282
282,Астана,2027,78.44798347826091,925.2,510.6,283
283,Астана,2027,78.48122739130437,925.3,514.4,284
284,Астана,2027,78.51447130434785,925.4,518.2,285
285,Астана,2027,78.54771521739133,925.5,522.0,286
286,Астана,2027,78.5809591304348,925.6,525.8,287
287,Астана,2027,78.61420304347828,925.7,529.6,288
288,Астана,2027,78.64744695652175,925.8,533.4,289
289,Астана,2027,78.68069086956523,925.9,537.2,290
280,Атырауская,2027,76.03720869565211,533.0,517.0,281
281,Атырауская,2027,76.08085086956515,533.1,518.4,282
282,Атырауская,2027,76.1244930434782,533.2,519.8,283
283,Атырауская,2027,76.16813521739124,533.3,521.2,284
284,Атырауская,2027,76.21177739130428,533.4,522.6,285
285,Атырауская,2027,76.25541956521732,533.5,524.0,286
286,Атырауская,2027,76.29906173913037,533.6,525.4,287
287,Атырауская,2027,76.34270391304341,533.7,526.8,288
288,Атырауская,2027,76.38634608695645,533.8,528.2,289
289,Атырауская,2027,76.4299882608695,533.9,529.6,290
280,ВКО,2027,74.24543768115939,561.0,504.0,281
281,ВКО,2027,74.28328376811591,561.1,506.6,282
282,ВКО,2027,74.32112985507243,561.2,509.2,283
283,ВКО,2027,74.35897594202893,561.3,511.8,284
284,ВКО,2027,74.39682202898545,561.4,514.4,285
285,ВКО,2027,74.43466811594197,561.5,517.0,286
286,ВКО,2027,74.4725142028985,561.6,519.6,287
287,ВКО,2027,74.51036028985502,561.7,522.2,288
288,ВКО,2027,74.54820637681152,561.8,524.8,289
289,ВКО,2027,74.58605246376804,561.9,527.4,290
280,Жамбылская,2027,74.54252463768114,589.0,518.0,281
281,Жамбылская,2027,74.5755424637681,589.1,518.7,282
282,Жамбылская,2027,74.60856028985506,589.2,519.4,283
283,Жамбылская,2027,74.64157811594202,589.3,520.1,284
284,Жамбылская,2027,74.67459594202899,589.4,520.8,285
285,Жамбылская,2027,74.70761376811595,589.5,521.5,286
286,Жамбылская,2027,74.74063159420291,589.6,522.2,287
287,Жамбылская,2027,74.77364942028987,589.7,522.9,288
288,Жамбылская,2027,74.80666724637683,589.8,523.6,289
289,Жамбылская,2027,74.8396850724638,589.9,524.3,290
50,Жетісу,2027,74.38,617.0,515.0,51
51,Жетісу,2027,74.38,617.1,516.1,52
52,Жетісу,2027,74.38,617.2,517.2,53
53,Жетісу,2027,74.38,617.3,518.3,54
54,Жетісу,2027,74.38,617.4,519.4,55
55,Жетісу,2027,74.38,617.5,520.5,56
56,Жетісу,2027,74.38,617.6,521.6,57
57,Жетісу,2027,74.38,617.7,522.7,58
58,Жетісу,2027,74.38,617.8,523.8,59
59,Жетісу,2027,74.38,617.9,524.9,60
280,ЗКО,2027,75.07050000000004,645.0,510.0,281
281,ЗКО,2027,75.10870000000004,645.1,512.2,282
282,ЗКО,2027,75.14690000000004,645.2,514.4,283
283,ЗКО,2027,75.18510000000006,645.3,516.6,284
284,ЗКО,2027,75.22330000000007,645.4,518.8,285
285,ЗКО,2027,75.26150000000007,645.5,521.0,286
286,ЗКО,2027,75.29970000000007,645.6,523.2,287
287,ЗКО,2027,75.33790000000008,645.7,525.4,288
288,ЗКО,2027,75.3761000000001,645.8,527.6,289
289,ЗКО,2027,75.4143000000001,645.9,529.8,290
280,Карагандинская,2027,74.26266956521727,673.0,520.0,281
281,Карагандинская,2027,74.30480695652162,673.1,522.2,282
282,Карагандинская,2027,74.34694434782598,673.2,524.4,283
283,Карагандинская,2027,74.38908173913033,673.3,526.6,284
284,Карагандинская,2027,74.4312191304347,673.4,528.8,285
285,Карагандинская,2027,74.47335652173905,673.5,531.0,286
286,Карагандинская,2027,74.5154939130434,673.6,533.2,287
287,Карагандинская,2027,74.55763130434777,673.7,535.4,288
288,Карагандинская,2027,74.59976869565212,673.8,537.6,289
289,Карагандинская,2027,74.64190608695648,673.9,539.8,290
280,Костанайская,2027,74.24175072463765,701.0,502.0,281
281,Костанайская,2027,74.27863507246374,701.1,504.6,282
282,Костанайская,2027,74.31551942028985,701.2,507.2,283
283,Костанайская,2027,74.35240376811593,701.3,509.8,284
284,Костанайская,2027,74.38928811594204,701.4,512.4,285
285,Костанайская,2027,74.42617246376813,701.5,515.0,286
286,Костанайская,2027,74.46305681159421,701.6,517.6,287
287,Костанайская,2027,74.49994115942032,701.7,520.2,288
288,Костанайская,2027,74.5368255072464,701.8,522.8,289
289,Костанайская,2027,74.57370985507251,701.9,525.4,290
280,Кызылординская,2027,75.08653188405799,729.0,516.0,281
281,Кызылординская,2027,75.12374318840583,729.1,517.8,282
282,Кызылординская,2027,75.16095449275365,729.2,519.6,283
283,Кызылординская,2027,75.19816579710148,729.3,521.4,284
284,Кызылординская,2027,75.2353771014493,729.4,523.2,285
285,Кызылординская,2027,75.27258840579714,729.5,525.0,286
286,Кызылординская,2027,75.30979971014497,729.6,526.8,287
287,Кызылординская,2027,75.3470110144928,729.7,528.6,288
288,Кызылординская,2027,75.38422231884063,729.8,530.4,289
289,Кызылординская,2027,75.42143362318845,729.9,532.2,290
280,Мангистауская,2027,77.81282463768105,757.0,511.0,281
281,Мангистауская,2027,77.86491246376802,757.1,512.8,282
282,Мангистауская,2027,77.917000289855,757.2,514.6,283
283,Мангистауская,2027,77.96908811594196,757.3,516.4,284
284,Мангистауская,2027,78.02117594202893,757.4,518.2,285
285,Мангистауская,2027,78.07326376811591,757.5,520.0,286
286,Мангистауская,2027,78.12535159420288,757.6,521.8,287
287,Мангистауская,2027,78.17743942028986,757.7,523.6,288
288,Мангистауская,2027,78.22952724637682,757.8,525.4,289
289,Мангистауская,2027,78.2816150724638,757.9,527.2,290
280,Павлодарская,2027,74.47047246376815,785.0,513.0,281
281,Павлодарская,2027,74.50741724637683,785.1,513.9,282
282,Павлодарская,2027,74.54436202898553,785.2,514.8,283
283,Павлодарская,2027,74.58130681159422,785.3,515.7,284
284,Павлодарская,2027,74.61825159420292,785.4,516.6,285
285,Павлодарская,2027,74.6551963768116,785.5,517.5,286
286,Павлодарская,2027,74.69214115942029,785.6,518.4,287
287,Павлодарская,2027,74.72908594202899,785.7,519.3,288
288,Павлодарская,2027,74.76603072463767,785.8,520.2,289
289,Павлодарская,2027,74.80297550724637,785.9,521.1,290
280,Республика Казахстан ,2027,75.56942608695647,813.0,521.0,281
281,Республика Казахстан ,2027,75.60892260869561,813.1,521.3,282
282,Республика Казахстан ,2027,75.64841913043475,813.2,521.6,283
283,Республика Казахстан ,2027,75.68791565217387,813.3,521.9,284
284,Республика Казахстан ,2027,75.72741217391301,813.4,522.2,285
285,Республика Казахстан ,2027,75.76690869565215,813.5,522.5,286
286,Республика Казахстан ,2027,75.80640521739129,813.6,522.8,287
287,Республика Казахстан ,2027,75.84590173913043,813.7,523.1,288
288,Республика Казахстан ,2027,75.88539826086955,813.8,523.4,289
289,Республика Казахстан ,2027,75.92489478260869,813.9,523.7,290
280,СКО,2027,72.99310579710152,841.0,501.0,281
281,СКО,2027,73.0264705797102,841.1,504.2,282
282,СКО,2027,73.0598353623189,841.2,507.4,283
283,СКО,2027,73.0932001449276,841.3,510.6,284
284,СКО,2027,73.1265649275363,841.4,513.8,285
285,СКО,2027,73.15992971014498,841.5,517.0,286
286,СКО,2027,73.19329449275367,841.6,520.2,287
287,СКО,2027,73.22665927536237,841.7,523.4,288
288,СКО,2027,73.26002405797105,841.8,526.6,289
289,СКО,2027,73.29338884057975,841.9,529.8,290
280,Туркестанская*,2027,74.7742289855073,869.0,507.0,281
281,Туркестанская*,2027,74.80433289855078,869.1,509.0,282
282,Туркестанская*,2027,74.83443681159426,869.2,511.0,283
283,Туркестанская*,2027,74.86454072463775,869.3,513.0,284
284,Туркестанская*,2027,74.89464463768122,869.4,515.0,285
285,Туркестанская*,2027,74.9247485507247,869.5,517.0,286
286,Туркестанская*,2027,74.95485246376818,869.6,519.0,287
287,Туркестанская*,2027,74.98495637681165,869.7,521.0,288
288,Туркестанская*,2027,75.01506028985514,869.8,523.0,289
289,Туркестанская*,2027,75.04516420289862,869.9,525.0,290
109,Шымкент,2027,71.12706666666658,953.9,535.2,101
108,Шымкент,2027,71.15432380952373,953.8,533.4,102
107,Шымкент,2027,71.18158095238087,953.7,531.6,103
106,Шымкент,2027,71.20883809523802,953.6,529.8,104
105,Шымкент,2027,71.23609523809517,953.5,528.0,105
104,Шымкент,2027,71.26335238095233,953.4,526.2,106
103,Шымкент,2027,71.29060952380948,953.3,524.4,107
102,Шымкент,2027,71.31786666666662,953.2,522.6,108
101,Шымкент,2027,71.34512380952377,953.1,520.8,109
100,Шымкент,2027,71.37238095238092,953.0,519.0,110
50,Ұлытау,2027,71.44,981.0,512.0,51
51,Ұлытау,2027,71.44,981.1,514.6,52
52,Ұлытау,2027,71.44,981.2,517.2,53
53,Ұлытау,2027,71.44,981.3,519.8,54
54,Ұлытау,2027,71.44,981.4,522.4,55
55,Ұлытау,2027,71.44,981.5,525.0,56
56,Ұлытау,2027,71.44,981.6,527.6,57
57,Ұлытау,2027,71.44,981.7,530.2,58
58,Ұлытау,2027,71.44,981.8,532.8,59
59,Ұлытау,2027,71.44,981.9,535.4,60
60,Абай,2028,73.8,422.0,540.0,61
61,Абай,2028,73.8,422.1,540.4,62
62,Абай,2028,73.8,422.2,540.8,63
63,Абай,2028,73.8,422.3,541.2,64
64,Абай,2028,73.8,422.4,541.6,65
65,Абай,2028,73.8,422.5,542.0,66
66,Абай,2028,73.8,422.6,542.4,67
67,Абай,2028,73.8,422.7,542.8,68
68,Абай,2028,73.8,422.8,543.2,69
69,Абай,2028,73.8,422.9,543.6,70
290,Акмолинская,2028,74.50261594202902,450.0,523.0,291
291,Акмолинская,2028,74.54446898550728,450.1,525.5,292
292,Акмолинская,2028,74.58632202898555,450.2,528.0,293
293,Акмолинская,2028,74.6281750724638,450.3,530.5,294
294,Акмолинская,2028,74.67002811594207,450.4,533.0,295
295,Акмолинская,2028,74.71188115942033,450.5,535.5,296
296,Акмолинская,2028,74.75373420289858,450.6,538.0,297
297,Акмолинская,2028,74.79558724637685,450.7,540.5,298
298,Акмолинская,2028,74.83744028985511,450.8,543.0,299
299,Акмолинская,2028,74.87929333333338,450.9,545.5,300
290,Актюбинская,2028,77.56119565217386,478.0,535.0,291
291,Актюбинская,2028,77.61002391304342,478.1,536.2,292
292,Актюбинская,2028,77.65885217391299,478.2,537.4,293
293,Актюбинская,2028,77.70768043478255,478.3,538.6,294
294,Актюбинская,2028,77.75650869565212,478.4,539.8,295
295,Актюбинская,2028,77.80533695652167,478.5,541.0,296
296,Актюбинская,2028,77.85416521739123,478.6,542.2,297
297,Актюбинская,2028,77.9029934782608,478.7,543.4,298
298,Актюбинская,2028,77.95182173913035,478.8,544.6,299
299,Актюбинская,2028,78.00064999999992,478.9,545.8,300
290,Алматинская,2028,75.44150000000002,506.0,536.0,291
291,Алматинская,2028,75.47503000000002,506.1,537.5,292
292,Алматинская,2028,75.50856000000002,506.2,539.0,293
293,Алматинская,2028,75.54209,506.3,540.5,294
294,Алматинская,2028,75.57562,506.4,542.0,295
295,Алматинская,2028,75.60915,506.5,543.5,296
296,Алматинская,2028,75.64268,506.6,545.0,297
297,Алматинская,2028,75.67621,506.7,546.5,298
298,Алматинская,2028,75.70973999999998,506.8,548.0,299
299,Алматинская,2028,75.74326999999998,506.9,549.5,300
290,Алматы,2028,78.8508333333333,898.0,539.0,291
291,Алматы,2028,78.8913333333333,898.1,541.3,292
292,Алматы,2028,78.93183333333329,898.2,543.6,293
293,Алматы,2028,78.9723333333333,898.3,545.9,294
294,Алматы,2028,79.01283333333329,898.4,548.2,295
295,Алматы,2028,79.05333333333328,898.5,550.5,296
296,Алматы,2028,79.09383333333328,898.6,552.8,297
297,Алматы,2028,79.13433333333327,898.7,555.1,298
298,Алматы,2028,79.17483333333328,898.8,557.4,299
299,Алматы,2028,79.21533333333328,898.9,559.7,300
290,Астана,2028,78.7139347826087,926.0,541.0,291
291,Астана,2028,78.7471786956522,926.1,541.4,292
292,Астана,2028,78.78042260869567,926.2,541.8,293
293,Астана,2028,78.81366652173917,926.3,542.2,294
294,Астана,2028,78.84691043478264,926.4,542.6,295
295,Астана,2028,78.88015434782614,926.5,543.0,296
296,Астана,2028,78.91339826086963,926.6,543.4,297
297,Астана,2028,78.9466421739131,926.7,543.8,298
298,Астана,2028,78.9798860869566,926.8,544.2,299
299,Астана,2028,79.01313000000007,926.9,544.6,300
290,Атырауская,2028,76.47363043478254,534.0,531.0,291
291,Атырауская,2028,76.51727260869558,534.1,532.5,292
292,Атырауская,2028,76.56091478260862,534.2,534.0,293
293,Атырауская,2028,76.60455695652166,534.3,535.5,294
294,Атырауская,2028,76.6481991304347,534.4,537.0,295
295,Атырауская,2028,76.69184130434775,534.5,538.5,296
296,Атырауская,2028,76.73548347826079,534.6,540.0,297
297,Атырауская,2028,76.77912565217383,534.7,541.5,298
298,Атырауская,2028,76.82276782608687,534.8,543.0,299
299,Атырауская,2028,76.86640999999992,534.9,544.5,300
290,ВКО,2028,74.62389855072456,562.0,530.0,291
291,ВКО,2028,74.6617446376811,562.1,532.2,292
292,ВКО,2028,74.69959072463762,562.2,534.4,293
293,ВКО,2028,74.73743681159415,562.3,536.6,294
294,ВКО,2028,74.77528289855067,562.4,538.8,295
295,ВКО,2028,74.8131289855072,562.5,541.0,296
296,ВКО,2028,74.85097507246374,562.6,543.2,297
297,ВКО,2028,74.88882115942026,562.7,545.4,298
298,ВКО,2028,74.9266672463768,562.8,547.6,299
299,ВКО,2028,74.96451333333331,562.9,549.8,300
290,Жамбылская,2028,74.87270289855076,590.0,525.0,291
291,Жамбылская,2028,74.9057207246377,590.1,527.4,292
292,Жамбылская,2028,74.93873855072465,590.2,529.8,293
293,Жамбылская,2028,74.97175637681161,590.3,532.2,294
294,Жамбылская,2028,75.00477420289856,590.4,534.6,295
295,Жамбылская,2028,75.0377920289855,590.5,537.0,296
296,Жамбылская,2028,75.07080985507245,590.6,539.4,297
297,Жамбылская,2028,75.1038276811594,590.7,541.8,298
298,Жамбылская,2028,75.13684550724636,590.8,544.2,299
299,Жамбылская,2028,75.16986333333331,590.9,546.6,300
60,Жетісу,2028,74.38,618.0,526.0,61
61,Жетісу,2028,74.38,618.1,529.5,62
62,Жетісу,2028,74.38,618.2,533.0,63
63,Жетісу,2028,74.38,618.3,536.5,64
64,Жетісу,2028,74.38,618.4,540.0,65
65,Жетісу,2028,74.38,618.5,543.5,66
66,Жетісу,2028,74.38,618.6,547.0,67
67,Жетісу,2028,74.38,618.7,550.5,68
68,Жетісу,2028,74.38,618.8,554.0,69
69,Жетісу,2028,74.38,618.9,557.5,70
290,ЗКО,2028,75.4525000000001,646.0,532.0,291
291,ЗКО,2028,75.49070000000009,646.1,534.6,292
292,ЗКО,2028,75.52890000000009,646.2,537.2,293
293,ЗКО,2028,75.56710000000008,646.3,539.8,294
294,ЗКО,2028,75.60530000000008,646.4,542.4,295
295,ЗКО,2028,75.64350000000007,646.5,545.0,296
296,ЗКО,2028,75.68170000000006,646.6,547.6,297
297,ЗКО,2028,75.71990000000007,646.7,550.2,298
298,ЗКО,2028,75.75810000000006,646.8,552.8,299
299,ЗКО,2028,75.79630000000006,646.9,555.4,300
