,Регион,Год,Число больничных органзаций,Unnamed: 0,index,ranks
256,Туркестанская**,2028,10,801.6,475.2,254
255,Туркестанская**,2028,11,801.5,472.0,255
254,Туркестанская**,2028,11,801.4,468.8,256
253,Туркестанская**,2028,12,801.3,465.6,257
252,Туркестанская**,2028,12,801.2,462.4,258
251,Туркестанская**,2028,13,801.1,459.2,259
250,Туркестанская**,2028,14,801.0,456.0,260
60,Улытау,2028,11,829.0,453.0,61
61,Улытау,2028,11,829.1,455.6,62
62,Улытау,2028,11,829.2,458.2,63
63,Улытау,2028,11,829.3,460.8,64
64,Улытау,2028,11,829.4,463.4,65
65,Улытау,2028,11,829.5,466.0,66
66,Улытау,2028,11,829.6,468.6,67
67,Улытау,2028,11,829.7,471.2,68
68,Улытау,2028,11,829.8,473.8,69
69,Улытау,2028,11,829.9,476.4,70
250,город Алматы,2028,106,857.0,466.0,251
251,город Алматы,2028,106,857.1,466.9,252
252,город Алматы,2028,106,857.2,467.8,253
253,город Алматы,2028,106,857.3,468.7,254
254,город Алматы,2028,106,857.4,469.6,255
255,город Алматы,2028,107,857.5,470.5,256
256,город Алматы,2028,107,857.6,471.4,257
257,город Алматы,2028,107,857.7,472.3,258
258,город Алматы,2028,107,857.8,473.2,259
259,город Алматы,2028,107,857.9,474.1,260
250,город Астана,2028,42,885.0,461.0,251
251,город Астана,2028,42,885.1,462.9,252
252,город Астана,2028,42,885.2,464.8,253
253,город Астана,2028,42,885.3,466.7,254
254,город Астана,2028,42,885.4,468.6,255
255,город Астана,2028,42,885.5,470.5,256
256,город Астана,2028,42,885.6,472.4,257
257,город Астана,2028,42,885.7,474.3,258
258,город Астана,2028,42,885.8,476.2,259
259,город Астана,2028,42,885.9,478.1,260
100,город Шымкент,2028,148,913.0,458.0,101
101,город Шымкент,2028,149,913.1,461.1,102
102,город Шымкент,2028,150,913.2,464.2,103
103,город Шымкент,2028,151,913.3,467.3,104
104,город Шымкент,2028,153,913.4,470.4,105
105,город Шымкент,2028,154,913.5,473.5,106
106,город Шымкент,2028,155,913.6,476.6,107
107,город Шымкент,2028,157,913.7,479.7,108
108,город Шымкент,2028,158,913.8,482.8,109
109,город Шымкент,2028,159,913.9,485.9,110
70,Абай,2029,30,354.0,484.0,71
71,Абай,2029,30,354.1,486.9,72
72,Абай,2029,30,354.2,489.8,73
73,Абай,2029,30,354.3,492.7,74
74,Абай,2029,30,354.4,495.6,75
75,Абай,2029,30,354.5,498.5,76
76,Абай,2029,30,354.6,501.4,77
77,Абай,2029,30,354.7,504.3,78
78,Абай,2029,30,354.8,507.2,79
79,Абай,2029,30,354.9,510.1,80
269,Акмолинская,2029,13,382.9,511.1,261
268,Акмолинская,2029,13,382.8,507.2,262
267,Акмолинская,2029,13,382.7,503.3,263
266,Акмолинская,2029,13,382.6,499.4,264
265,Акмолинская,2029,14,382.5,495.5,265
264,Акмолинская,2029,14,382.4,491.6,266
263,Акмолинская,2029,14,382.3,487.7,267
262,Акмолинская,2029,14,382.2,483.8,268
261,Акмолинская,2029,14,382.1,479.9,269
260,Акмолинская,2029,15,382.0,476.0,270
269,Актюбинская,2029,35,410.9,509.1,261
268,Актюбинская,2029,35,410.8,506.2,262
267,Актюбинская,2029,35,410.7,503.3,263
266,Актюбинская,2029,35,410.6,500.4,264
265,Актюбинская,2029,35,410.5,497.5,265
264,Актюбинская,2029,35,410.4,494.6,266
263,Актюбинская,2029,35,410.3,491.7,267
262,Актюбинская,2029,35,410.2,488.8,268
261,Актюбинская,2029,35,410.1,485.9,269
260,Актюбинская,2029,36,410.0,483.0,270
269,Алматинская,2029,70,438.9,508.1,261
268,Алматинская,2029,70,438.8,505.2,262
267,Алматинская,2029,70,438.7,502.3,263
266,Алматинская,2029,70,438.6,499.4,264
265,Алматинская,2029,70,438.5,496.5,265
264,Алматинская,2029,70,438.4,493.6,266
263,Алматинская,2029,70,438.3,490.7,267
262,Алматинская,2029,70,438.2,487.8,268
261,Алматинская,2029,70,438.1,484.9,269
260,Алматинская,2029,71,438.0,482.0,270
269,Атырауская,2029,23,466.9,507.1,261
268,Атырауская,2029,23,466.8,504.2,262
267,Атырауская,2029,23,466.7,501.3,263
266,Атырауская,2029,23,466.6,498.4,264
265,Атырауская,2029,23,466.5,495.5,265
264,Атырауская,2029,23,466.4,492.6,266
263,Атырауская,2029,23,466.3,489.7,267
262,Атырауская,2029,23,466.2,486.8,268
261,Атырауская,2029,23,466.1,483.9,269
260,Атырауская,2029,24,466.0,481.0,270
269,ВКО,2029,31,494.9,510.4,261
268,ВКО,2029,31,494.8,506.8,262
267,ВКО,2029,31,494.7,503.2,263
266,ВКО,2029,32,494.6,499.6,264
265,ВКО,2029,32,494.5,496.0,265
264,ВКО,2029,32,494.4,492.4,266
263,ВКО,2029,33,494.3,488.8,267
262,ВКО,2029,33,494.2,485.2,268
261,ВКО,2029,33,494.1,481.6,269
260,ВКО,2029,34,494.0,478.0,270
260,Жамбылская,2029,43,522.0,477.0,261
261,Жамбылская,2029,43,522.1,478.8,262
262,Жамбылская,2029,43,522.2,480.6,263
263,Жамбылская,2029,43,522.3,482.4,264
264,Жамбылская,2029,43,522.4,484.2,265
265,Жамбылская,2029,43,522.5,486.0,266
266,Жамбылская,2029,43,522.6,487.8,267
267,Жамбылская,2029,43,522.7,489.6,268
268,Жамбылская,2029,43,522.8,491.4,269
269,Жамбылская,2029,43,522.9,493.2,270
70,Жетысу,2029,36,550.0,474.0,71
71,Жетысу,2029,36,550.1,477.0,72
72,Жетысу,2029,36,550.2,480.0,73
73,Жетысу,2029,36,550.3,483.0,74
74,Жетысу,2029,36,550.4,486.0,75
75,Жетысу,2029,36,550.5,489.0,76
76,Жетысу,2029,36,550.6,492.0,77
77,Жетысу,2029,36,550.7,495.0,78
78,Жетысу,2029,36,550.8,498.0,79
79,Жетысу,2029,36,550.9,501.0,80
269,ЗКО,2029,12,578.9,499.3,261
268,ЗКО,2029,12,578.8,498.6,262
267,ЗКО,2029,12,578.7,497.9,263
266,ЗКО,2029,12,578.6,497.2,264
265,ЗКО,2029,12,578.5,496.5,265
264,ЗКО,2029,12,578.4,495.8,266
263,ЗКО,2029,12,578.3,495.1,267
262,ЗКО,2029,12,578.2,494.4,268
261,ЗКО,2029,12,578.1,493.7,269
260,ЗКО,2029,13,578.0,493.0,270
269,Карагандинская,2029,54,606.9,503.0,261
268,Карагандинская,2029,54,606.8,501.0,262
267,Карагандинская,2029,54,606.7,499.0,263
266,Карагандинская,2029,54,606.6,497.0,264
265,Карагандинская,2029,55,606.5,495.0,265
264,Карагандинская,2029,55,606.4,493.0,266
263,Карагандинская,2029,55,606.3,491.0,267
262,Карагандинская,2029,55,606.2,489.0,268
261,Карагандинская,2029,55,606.1,487.0,269
260,Карагандинская,2029,56,606.0,485.0,270
269,Костанайская,2029,35,634.9,500.1,261
268,Костанайская,2029,35,634.8,499.2,262
267,Костанайская,2029,35,634.7,498.3,263
266,Костанайская,2029,35,634.6,497.4,264
265,Костанайская,2029,35,634.5,496.5,265
264,Костанайская,2029,35,634.4,495.6,266
263,Костанайская,2029,35,634.3,494.7,267
262,Костанайская,2029,35,634.2,493.8,268
261,Костанайская,2029,35,634.1,492.9,269
260,Костанайская,2029,36,634.0,492.0,270
269,Кызылординская,2029,17,662.9,507.5,261
268,Кызылординская,2029,17,662.8,506.0,262
267,Кызылординская,2029,17,662.7,504.5,263
266,Кызылординская,2029,17,662.6,503.0,264
265,Кызылординская,2029,18,662.5,501.5,265
264,Кызылординская,2029,18,662.4,500.0,266
263,Кызылординская,2029,18,662.3,498.5,267
262,Кызылординская,2029,18,662.2,497.0,268
261,Кызылординская,2029,18,662.1,495.5,269
260,Кызылординская,2029,19,662.0,494.0,270
260,Мангистауская,2029,27,690.0,490.0,261
261,Мангистауская,2029,27,690.1,491.8,262
262,Мангистауская,2029,27,690.2,493.6,263
263,Мангистауская,2029,27,690.3,495.4,264
264,Мангистауская,2029,27,690.4,497.2,265
265,Мангистауская,2029,27,690.5,499.0,266
266,Мангистауская,2029,27,690.6,500.8,267
267,Мангистауская,2029,27,690.7,502.6,268
268,Мангистауская,2029,27,690.8,504.4,269
269,Мангистауская,2029,27,690.9,506.2,270
269,Павлодарская,2029,14,718.9,495.9,261
268,Павлодарская,2029,14,718.8,494.8,262
267,Павлодарская,2029,14,718.7,493.7,263
266,Павлодарская,2029,14,718.6,492.6,264
265,Павлодарская,2029,15,718.5,491.5,265
264,Павлодарская,2029,15,718.4,490.4,266
263,Павлодарская,2029,15,718.3,489.3,267
262,Павлодарская,2029,15,718.2,488.2,268
261,Павлодарская,2029,15,718.1,487.1,269
260,Павлодарская,2029,16,718.0,486.0,270
269,Республика Казахстан,2029,627,746.9,496.9,261
268,Республика Казахстан,2029,629,746.8,495.8,262
267,Республика Казахстан,2029,631,746.7,494.7,263
266,Республика Казахстан,2029,633,746.6,493.6,264
265,Республика Казахстан,2029,635,746.5,492.5,265
264,Республика Казахстан,2029,636,746.4,491.4,266
263,Республика Казахстан,2029,638,746.3,490.3,267
262,Республика Казахстан,2029,640,746.2,489.2,268
261,Республика Казахстан,2029,642,746.1,488.1,269
260,Республика Казахстан,2029,644,746.0,487.0,270
269,СКО,2029,6,774.9,501.8,261
268,СКО,2029,6,774.8,500.6,262
267,СКО,2029,6,774.7,499.4,263
266,СКО,2029,6,774.6,498.2,264
265,СКО,2029,6,774.5,497.0,265
264,СКО,2029,6,774.4,495.8,266
263,СКО,2029,6,774.3,494.6,267
262,СКО,2029,6,774.2,493.4,268
261,СКО,2029,6,774.1,492.2,269
260,СКО,2029,7,774.0,491.0,270
269,Туркестанская**,2029,2,802.9,505.1,261
268,Туркестанская**,2029,3,802.8,503.2,262
267,Туркестанская**,2029,3,802.7,501.3,263
266,Туркестанская**,2029,4,802.6,499.4,264
265,Туркестанская**,2029,5,802.5,497.5,265
264,Туркестанская**,2029,5,802.4,495.6,266
263,Туркестанская**,2029,6,802.3,493.7,267
262,Туркестанская**,2029,6,802.2,491.8,268
261,Туркестанская**,2029,7,802.1,489.9,269
260,Туркестанская**,2029,8,802.0,488.0,270
70,Улытау,2029,11,830.0,479.0,71
71,Улытау,2029,11,830.1,481.7,72
72,Улытау,2029,11,830.2,484.4,73
73,Улытау,2029,11,830.3,487.1,74
74,Улытау,2029,11,830.4,489.8,75
75,Улытау,2029,11,830.5,492.5,76
76,Улытау,2029,11,830.6,495.2,77
77,Улытау,2029,11,830.7,497.9,78
78,Улытау,2029,11,830.8,500.6,79
79,Улытау,2029,11,830.9,503.3,80
260,город Алматы,2029,108,858.0,475.0,261
261,город Алматы,2029,108,858.1,477.1,262
262,город Алматы,2029,108,858.2,479.2,263
263,город Алматы,2029,108,858.3,481.3,264
264,город Алматы,2029,108,858.4,483.4,265
265,город Алматы,2029,109,858.5,485.5,266
266,город Алматы,2029,109,858.6,487.6,267
267,город Алматы,2029,109,858.7,489.7,268
268,город Алматы,2029,109,858.8,491.8,269
269,город Алматы,2029,109,858.9,493.9,270
260,город Астана,2029,43,886.0,480.0,261
261,город Астана,2029,43,886.1,482.2,262
262,город Астана,2029,43,886.2,484.4,263
263,город Астана,2029,43,886.3,486.6,264
264,город Астана,2029,43,886.4,488.8,265
265,город Астана,2029,43,886.5,491.0,266
266,город Астана,2029,43,886.6,493.2,267
267,город Астана,2029,43,886.7,495.4,268
268,город Астана,2029,43,886.8,497.6,269
269,город Астана,2029,43,886.9,499.8,270
110,город Шымкент,2029,161,914.0,489.0,111
111,город Шымкент,2029,162,914.1,490.0,112
112,город Шымкент,2029,163,914.2,491.0,113
113,город Шымкент,2029,164,914.3,492.0,114
114,город Шымкент,2029,166,914.4,493.0,115
115,город Шымкент,2029,167,914.5,494.0,116
116,город Шымкент,2029,168,914.6,495.0,117
117,город Шымкент,2029,170,914.7,496.0,118
118,город Шымкент,2029,171,914.8,497.0,119
119,город Шымкент,2029,172,914.9,498.0,120
80,Абай,2030,30,355.0,513.0,81
81,Абай,2030,30,355.1,513.8,82
82,Абай,2030,30,355.2,514.6,83
83,Абай,2030,30,355.3,515.4,84
84,Абай,2030,30,355.4,516.2,85
85,Абай,2030,30,355.5,517.0,86
86,Абай,2030,30,355.6,517.8,87
87,Абай,2030,30,355.7,518.6,88
88,Абай,2030,30,355.8,519.4,89
89,Абай,2030,30,355.9,520.2,90
279,Акмолинская,2030,11,383.9,530.3,271
278,Акмолинская,2030,11,383.8,528.6,272
277,Акмолинская,2030,11,383.7,526.9,273
276,Акмолинская,2030,11,383.6,525.2,274
275,Акмолинская,2030,12,383.5,523.5,275
274,Акмолинская,2030,12,383.4,521.8,276
273,Акмолинская,2030,12,383.3,520.1,277
272,Акмолинская,2030,12,383.2,518.4,278
271,Акмолинская,2030,12,383.1,516.7,279
270,Акмолинская,2030,13,383.0,515.0,280
270,Актюбинская,2030,35,411.0,512.0,271
271,Актюбинская,2030,35,411.1,513.3,272
272,Актюбинская,2030,35,411.2,514.6,273
273,Актюбинская,2030,35,411.3,515.9,274
274,Актюбинская,2030,35,411.4,517.2,275
275,Актюбинская,2030,35,411.5,518.5,276
276,Актюбинская,2030,35,411.6,519.8,277
277,Актюбинская,2030,35,411.7,521.1,278
278,Актюбинская,2030,35,411.8,522.4,279
279,Актюбинская,2030,35,411.9,523.7,280
279,Алматинская,2030,69,439.9,517.3,271
278,Алматинская,2030,69,439.8,516.6,272
277,Алматинская,2030,69,439.7,515.9,273
276,Алматинская,2030,69,439.6,515.2,274
275,Алматинская,2030,69,439.5,514.5,275
274,Алматинская,2030,69,439.4,513.8,276
273,Алматинская,2030,69,439.3,513.1,277
272,Алматинская,2030,69,439.2,512.4,278
271,Алматинская,2030,69,439.1,511.7,279
270,Алматинская,2030,70,439.0,511.0,280
279,Атырауская,2030,22,467.9,530.7,271
278,Атырауская,2030,22,467.8,528.4,272
277,Атырауская,2030,22,467.7,526.1,273
276,Атырауская,2030,22,467.6,523.8,274
275,Атырауская,2030,22,467.5,521.5,275
274,Атырауская,2030,22,467.4,519.2,276
273,Атырауская,2030,22,467.3,516.9,277
272,Атырауская,2030,22,467.2,514.6,278
271,Атырауская,2030,22,467.1,512.3,279
270,Атырауская,2030,23,467.0,510.0,280
279,ВКО,2030,28,495.9,516.7,271
278,ВКО,2030,28,495.8,516.4,272
277,ВКО,2030,28,495.7,516.1,273
276,ВКО,2030,29,495.6,515.8,274
275,ВКО,2030,29,495.5,515.5,275
274,ВКО,2030,29,495.4,515.2,276
273,ВКО,2030,30,495.3,514.9,277
272,ВКО,2030,30,495.2,514.6,278
271,ВКО,2030,30,495.1,514.3,279
270,ВКО,2030,31,495.0,514.0,280
279,Жамбылская,2030,42,523.9,530.1,271
278,Жамбылская,2030,42,523.8,526.2,272
277,Жамбылская,2030,42,523.7,522.3,273
276,Жамбылская,2030,42,523.6,518.4,274
275,Жамбылская,2030,42,523.5,514.5,275
274,Жамбылская,2030,42,523.4,510.6,276
273,Жамбылская,2030,42,523.3,506.7,277
